APN,RegisteredDate,PropertyType,PropertyAddress,PropertyCity,PropertyState,PropertyZip,CouncilDistrict,Lender,LenderContact,LenderContactPhone,PropertyManagement,PropertyManagementContact,PropertyManagementAddress,PropertyMgmtContactPhone
6018011016,01/09/2017,Single Family,"7403 S HALLDALE AVE
LOS ANGELES, CA 90047
(33.972632, -118.302438)",LOS ANGELES,CA,90047,8,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
6048040008,03/23/2017,Single Family,"9311 S WILMINGTON AVE
LOS ANGELES, CA 90002
(33.952097, -118.238561)",LOS ANGELES,CA,90002,15,BROUGHAM FUND I TRUST,Registration Department,814-827-4661,First Allegiance,registrations dept,5716   Corsa AVE 110 Westlake Village CA 91362 ,888-727-6303
6037027027,01/04/2017,Single Family,"8900 S HOBART BLVD
LOS ANGELES, CA 90047
(33.956183, -118.307891)",LOS ANGELES,CA,90047,8,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
6088017009,01/03/2017,Single Family,"616 W 117TH ST
LOS ANGELES, CA 90044
(33.92735, -118.285472)",LOS ANGELES,CA,90044,15,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
6023024019,01/04/2017,Single Family,"649 E 77TH ST
LOS ANGELES, CA 90001
(33.969352, -118.263277)",LOS ANGELES,CA,90001,9,"Financial Freedom, a division of CIT bank.",Dan Stack,800-441-4428,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732 ,626-485-8889
7459011020,02/07/2017,Single Family,"1463 S LE GRANDE TER
SAN PEDRO, CA 90732
(33.731011, -118.30812)",SAN PEDRO,CA,90732,15,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,JSM ENTERPRISES,Mortgage Contracting,1091   7TH ST A CALMESA CA 92320 ,813-387-1100
6071008006,01/12/2017,Single Family,"739 E 110TH ST
LOS ANGELES, CA 90059
(33.935665, -118.261619)",LOS ANGELES,CA,90059,8,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
6033021041,01/03/2017,Single Family,"8021 S VERMONT AVE
LOS ANGELES, CA 90044
(33.966609, -118.291845)",LOS ANGELES,CA,90044,8,Wells Fargo Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
6036006024,01/05/2017,Single Family,"8811 S GRAMERCY PL
LOS ANGELES, CA 90047
(33.957623, -118.313914)",LOS ANGELES,CA,90047,8,Nationstar Mortgage LLC,Paula Acosta,800-468-1743,AFS c/o PRIORITY 1 PROPERTY PRESERVATION INC - SOUTH,Bill Kleiser,2780   Dove Tail DR  San Marcos CA 92078 ,800-468-1743
6073004012,01/31/2017,Single Family,"414 E 108TH ST
LOS ANGELES, CA 90061
(33.938283, -118.266964)",LOS ANGELES,CA,90061,8,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660 ,949-294-8778
6030029001,01/31/2017,Multi-Family,"8312 S TOWNE AVE
LOS ANGELES, CA 90003
(33.963297, -118.267304)",LOS ANGELES,CA,90003,9,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
7421005008,01/06/2017,Single Family,"317 W R ST
LOS ANGELES, CA 90744
(33.797306, -118.266926)",LOS ANGELES,CA,90744,15,Trustee Corps,Ann Lewis,856-917-3308,Bron Inc.,Grace Wesson,41951   Remington AVE  Temecula CA 92590 ,951-428-2252
7411006070,01/09/2017,Single Family,"26007 S BELLE PORTE AVE
LOS ANGELES, CA 90710
(33.786624, -118.302017)",LOS ANGELES,CA,90710,15,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,"Kash Construction and Management, INC.",Rob Kash,533  S Los Angeles ST 504 Los Angeles CA 90013 ,818-636-9795
6023002029,01/18/2017,Single Family,"707 E 73RD ST
LOS ANGELES, CA 90001
(33.973863, -118.262837)",LOS ANGELES,CA,90001,9,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
7445022043,01/27/2017,Single Family,"1129 W CAPITOL DR
SAN PEDRO, CA 90732
(33.757332, -118.301563)",SAN PEDRO,CA,90732,15,Nationstar Mortgage LLC,Code Compliance,888-480-2432,"Safeguard Properties, Attn Code Compliance",Property Registrations,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306
6015032031,01/03/2017,Single Family,"1402 W 70TH ST
LOS ANGELES, CA 90047
(33.976197, -118.300452)",LOS ANGELES,CA,90047,8,Ditech Financial LLC,Property Department,800-468-1743,"AFAS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405 ,909-289-1453
6053008009,01/23/2017,Single Family,"124 W 95TH ST
LOS ANGELES, CA 90003
(33.950139, -118.274863)",LOS ANGELES,CA,90003,8,"HSBC Bank USA, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010 ,213-804-7437
6023007013,01/16/2017,Multi-Family,"748 E 73RD ST
LOS ANGELES, CA 90001
(33.973872, -118.261216)",LOS ANGELES,CA,90001,9,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,216-383-2097
7422019028,01/02/2017,Single Family,"406 E M ST
LOS ANGELES, CA 90744
(33.789102, -118.258057)",LOS ANGELES,CA,90744,15,Wells Fargo Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
7560016004,01/31/2017,Single Family,"1301 S MALGREN AVE
SAN PEDRO, CA 90732
(33.732208, -118.313693)",SAN PEDRO,CA,90732,15,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
6073020010,03/22/2017,Single Family,"432 E 111TH ST
LOS ANGELES, CA 90061
(33.934808, -118.266128)",LOS ANGELES,CA,90061,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
6015007013,03/15/2017,Single Family,"1512 W 65TH ST
LOS ANGELES, CA 90047
(33.980615, -118.302844)",LOS ANGELES,CA,90047,8,US BANK National Association,Jessica Vanella,612-973-2749,Safeguard,Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125 ,216-739-2900
6075022026,01/03/2017,Single Family,"557 W 111TH ST
LOS ANGELES, CA 90044
(33.934748, -118.284627)",LOS ANGELES,CA,90044,8,U.S. Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
6065013011,01/17/2017,Single Family,"1456 E 107TH ST
LOS ANGELES, CA 90002
(33.938841, -118.249075)",LOS ANGELES,CA,90002,15,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
6019007044,01/03/2017,Single Family,"1245 W 77TH ST
LOS ANGELES, CA 90044
(33.970217, -118.297775)",LOS ANGELES,CA,90044,8,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,"Mortgage Contracting Services, Inc",Property Registration Property Registration,6504   INTERNATIONAL PKWY  PLANO TX 75093 ,813-387-1100
6119021024,01/03/2017,Single Family,"715 W 145TH ST
LOS ANGELES, CA 90247
(33.900323, -118.288235)",LOS ANGELES,CA,90247,15,U.S. Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
6050022020,01/04/2017,Single Family,"843 E 98TH ST
LOS ANGELES, CA 90002
(33.947513, -118.259334)",LOS ANGELES,CA,90002,8,Rushmore Loan Management Services,Enrique Orozco,786-319-1776,AFS c/o PRIORITY 1 PROPERTY PRESERVATION INC - SOUTH,Bill Kleiser,2780   DOVE TAIL TR  San Marcos CA 92078 ,800-468-1743
6088024012,01/06/2017,Single Family,"11817 S DENVER AVE
LOS ANGELES, CA 90044
(33.925616, -118.28479)",LOS ANGELES,CA,90044,15,DITECH FINANCIAL LLC,Property Pres Department,855-577-1602,GALLARDO EXCAVATION/ FIVE BROTHERS,FERNANDO GALLARDO,15465   KENNEDY   FONTANA CA 92336 ,909-822-1706
6015030003,03/07/2017,Single Family,"1604 W 70TH ST
LOS ANGELES, CA 90047
(33.976194, -118.304923)",LOS ANGELES,CA,90047,8,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
6069018013,01/05/2017,Single Family,"1764 E 111TH PL
LOS ANGELES, CA 90059
(33.933916, -118.242069)",LOS ANGELES,CA,90059,15,Shellpoint Mortgage Servicing,Tracy Hall,864-312-4380,New Beginning Properties Inc,Jose Chavez,999  W Marshall BLVD  San Bernardino CA 92405 ,877-339-8202
6072027007,01/16/2017,Single Family,"929 E 116TH ST
LOS ANGELES, CA 90059
(33.929154, -118.257424)",LOS ANGELES,CA,90059,15,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,Law Offices of Les Zieve,Dawn Talavera,30   Corporate PARK 450 IRVINE CA 92606 ,714-848-7920
6053016027,01/18/2017,Single Family,"232 W 98TH ST
LOS ANGELES, CA 90003
(33.947225, -118.277327)",LOS ANGELES,CA,90003,8,REVERSE MORTGAGE SOLUTIONS,Josefina Martinez,832-606-5907,L.A. REAL ESTATE NETWORK INC,Ray Duran,1200  W Beverly Boulevard  A Montebello CA 90640 ,323-724-2420
6042007015,01/02/2017,Single Family,"758 E 88TH PL
LOS ANGELES, CA 90002
(33.956506, -118.260962)",LOS ANGELES,CA,90002,9,U.S. Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
6067005019,01/04/2017,Single Family,"2026 E 110TH ST
LOS ANGELES, CA 90059
(33.93512, -118.236266)",LOS ANGELES,CA,90059,15,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
6015005008,02/28/2017,Single Family,"1740 W 65TH ST
LOS ANGELES, CA 90047
(33.980603, -118.308186)",LOS ANGELES,CA,90047,8,"SETERUS, INC",KEVIN QUILLAN,877-272-2149,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241 ,760-591-9244
7421020032,01/03/2017,Single Family,"1559 N MARINE AVE
LOS ANGELES, CA 90744
(33.794951, -118.264917)",LOS ANGELES,CA,90744,15,Wells Fargo Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
6083005012,02/02/2017,Multi-Family,"312 3/4 E IMPERIAL HWY
LOS ANGELES, CA 90061
(33.931167, -118.26926)",LOS ANGELES,CA,90061,15,"BAYVIEW LOAN SERVICING, LLC",Michael Lopata,954-590-7676,M & M MORTGAGE SERVICES,ALEXA URCUYO,1146  N Central Ave 435 Glendale CA 91202 ,800-336-4890
6057004007,02/20/2017,Single Family,"1921 W 94TH ST
LOS ANGELES, CA 90047
(33.951223, -118.312223)",LOS ANGELES,CA,90047,8,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
6088023032,01/05/2017,Single Family,"11911 S HOOVER ST
LOS ANGELES, CA 90044
(33.924609, -118.286962)",LOS ANGELES,CA,90044,15,Nationstar Mortgage,Dawn Campos,888-456-0714,New Beginning Properties Inc,Jose Chavez,999  W Marshall BLVD  San Bernardino CA 92405 ,877-339-8202
6057001006,01/18/2017,Single Family,"9300 S VAN NESS AVE
LOS ANGELES, CA 90047
(33.951858, -118.317727)",LOS ANGELES,CA,90047,8,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
7411026024,01/09/2017,Single Family,"1621 W 265TH ST
LOS ANGELES, CA 90710
(33.781205, -118.305607)",LOS ANGELES,CA,90710,15,Suntrust,Sarah Berglund,800-336-1197,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
6074016034,02/01/2017,Multi-Family,"159 W 110TH ST
LOS ANGELES, CA 90061
(33.935651, -118.275394)",LOS ANGELES,CA,90061,8,Fannie Mae,RAMON DURAN,323-724-2420,SingleSource Property Solutions,Joe Clemens,1000   Noble Energy DR 300 Canonsburg PA 15317 ,866-321-8989
6030022022,01/04/2017,Single Family,"344 E 82ND ST
LOS ANGELES, CA 90003
(33.964659, -118.267908)",LOS ANGELES,CA,90003,9,Deutsche Bank c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
6050014025,01/26/2017,Single Family,"822 E 95TH ST
LOS ANGELES, CA 90002
(33.950248, -118.259968)",LOS ANGELES,CA,90002,8,"Dovenmuehle Mortgage, Inc.",Eric Barber,866-397-5370,"Sables Servco, LLC",Jesse Talavera,30   Corporate Park  450 Irvine CA 92606 ,714-580-8567
7445021216,01/31/2017,Single Family,"1422 W BRETT PL
SAN PEDRO, CA 90732
(33.756407, -118.306646)",SAN PEDRO,CA,90732,15,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
6050031016,02/16/2017,Single Family,"916 E 101ST ST
LOS ANGELES, CA 90002
(33.944721, -118.258017)",LOS ANGELES,CA,90002,8,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,JSM ENTERPRISES,Mortgage Contracting,1091   7TH ST A CALMESA CA 92320 ,813-387-1100
6117007004,02/03/2017,Single Family,"733 W 123RD ST
LOS ANGELES, CA 90044
(33.92113, -118.288196)",LOS ANGELES,CA,90044,15,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,JSM ENTERPRISES,Mortgage Contracting,1091   7TH ST A CALMESA CA 92320 ,813-387-1100
7469022020,01/17/2017,Single Family,"3636 S ALMA ST
LOS ANGELES, CA 90731
(33.713443, -118.302044)",LOS ANGELES,CA,90731,15,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480
6018012022,01/16/2017,Single Family,"7427 S DALTON AVE
LOS ANGELES, CA 90047
(33.971983, -118.30351)",LOS ANGELES,CA,90047,8,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
6030022014,01/11/2017,Multi-Family,"345 E 83RD ST 1-4
LOS ANGELES, CA 90003
(33.963746, -118.26792)",LOS ANGELES,CA,90003,9,FEDERAL NATIONAL MORTGAGE ASSOCIATION,FANNIE MAE,972-773-4663,New Beginning Properties Inc,Jose Chavez,999  W Marshall BLVD  San Bernardino CA 92405 ,877-339-8202
6014033004,01/10/2017,Single Family,"1346 W 71ST ST
LOS ANGELES, CA 90044
(33.975392, -118.299674)",LOS ANGELES,CA,90044,8,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
6050029007,01/18/2017,Single Family,"927 E 101ST ST
LOS ANGELES, CA 90002
(33.944723, -118.257689)",LOS ANGELES,CA,90002,8,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
6029003003,01/06/2017,Multi-Family,"852 E 79TH ST
LOS ANGELES, CA 90001
(33.967467, -118.259618)",LOS ANGELES,CA,90001,9,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
6084010016,02/01/2017,Single Family,"733 E 118TH ST
LOS ANGELES, CA 90059
(33.92647, -118.261344)",LOS ANGELES,CA,90059,15,Fannie Mae,RON EDISON,310-884-9084,SingleSource Property Solutions,Joe Clemens,1000   Noble Energy DR 300 Canonsburg PA 15317 ,866-321-8989
7442033109,01/02/2017,Single Family,"28006 S WESTERN AVE
LOS ANGELES, CA 90732
(33.766634, -118.310495)",LOS ANGELES,CA,90732,15,"PNC Bank, National Association C/O Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
7425001026,01/11/2017,Single Family,"1246 N HYATT AVE
LOS ANGELES, CA 90744
(33.788055, -118.254857)",LOS ANGELES,CA,90744,15,State Farm Bank F.S.B.,Alton Payton,609-883-3900,GALLARDO EXCAVATION/ FIVE BROTHERS,FERNANDO GALLARDO,15465   KENNEDY   FONTANA CA 92336 ,909-822-1706
6054003023,01/05/2017,Single Family,"711 W 98TH ST
LOS ANGELES, CA 90044
(33.947199, -118.28739)",LOS ANGELES,CA,90044,8,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480
6075008009,01/01/2017,Single Family,"820 W 111TH ST
LOS ANGELES, CA 90044
(33.934585, -118.290177)",LOS ANGELES,CA,90044,8,"U.S. Bank, N.A., C/O Select Portfolio Servicing",NA NA,888-349-8964,NA,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010 ,213-804-7437
6034013005,02/21/2017,Multi-Family,"1438 1/2 W 82ND ST
LOS ANGELES, CA 90047
(33.96459, -118.30165)",LOS ANGELES,CA,90047,8,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
7462007004,01/03/2017,Multi-Family,"571 W 18TH ST
SAN PEDRO, CA 90731
(33.727875, -118.289641)",SAN PEDRO,CA,90731,15,Selene Finance LP,Grace Wesson,951-428-2250,LOGS CA Shapiro Van Ess Sherman & Marth LLP,Robbie Weaver,20    PACIFICA    IRVINE  CA 92618 ,602-393-4905
6055018040,01/27/2017,Multi-Family,"9650 S LA SALLE AVE
LOS ANGELES, CA 90047
(33.947122, -118.305726)",LOS ANGELES,CA,90047,8,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
6039011012,01/18/2017,Single Family,"520 W 94TH ST
LOS ANGELES, CA 90044
(33.951015, -118.283365)",LOS ANGELES,CA,90044,8,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
7442005016,01/13/2017,Single Family,"2233 N JACK PL
LOS ANGELES, CA 90731
(33.766173, -118.301305)",LOS ANGELES,CA,90731,15,Wilmington Savings Fund Society C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
6018002029,01/18/2017,Single Family,"7327 S HARVARD BLVD
LOS ANGELES, CA 90047
(33.972892, -118.306792)",LOS ANGELES,CA,90047,8,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
6033006009,01/18/2017,Single Family,"8009 S MARIPOSA AVE
LOS ANGELES, CA 90044
(33.966153, -118.299269)",LOS ANGELES,CA,90044,8,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc. Mortgage Contracting Services, Inc.",6504   International Parkway   Plano TX 75093 ,813-387-1100
7438012016,01/12/2017,Single Family,"23412 S CLEARPOOL PL
LOS ANGELES, CA 90710
(33.811836, -118.300784)",LOS ANGELES,CA,90710,15,Nationstar Mortgage,Dawn Campos,888-456-0714,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,800-852-8306
7415030004,03/08/2017,Single Family,"1018 N KING AVE
LOS ANGELES, CA 90744
(33.782799, -118.27574)",LOS ANGELES,CA,90744,15,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,818-406-3611
7559035007,01/26/2017,Single Family,"505 S WEYMOUTH AVE
SAN PEDRO, CA 90732
(33.739459, -118.309667)",SAN PEDRO,CA,90732,15,"Dovenmuehle Mortgage, Inc.",Eric Barber,866-397-5370,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
6015005022,02/16/2017,Single Family,"1721 W 65TH PL
LOS ANGELES, CA 90047
(33.979813, -118.307521)",LOS ANGELES,CA,90047,8,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
6037018002,01/03/2017,Single Family,"1452 W 88TH PL
LOS ANGELES, CA 90047
(33.957445, -118.302171)",LOS ANGELES,CA,90047,8,"Financial Freedom, a division of CIT bank.",Dan Stack,800-441-4428,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732 ,626-485-8889
7423020023,01/05/2017,Single Family,"1136 N CARY AVE
LOS ANGELES, CA 90744
(33.786143, -118.257438)",LOS ANGELES,CA,90744,15,Nationstar Mortgage,Dawn Campos,888-456-0714,New Beginning Properties Inc,Jose Chavez,999  W Marshall BLVD  San Bernardino CA 92405 ,877-339-8202
6061014021,01/11/2017,Single Family,"717 W 104TH ST
LOS ANGELES, CA 90044
(33.942334, -118.287736)",LOS ANGELES,CA,90044,8,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
6031009009,01/03/2017,Multi-Family,"343 W 75TH ST
LOS ANGELES, CA 90003
(33.971779, -118.279872)",LOS ANGELES,CA,90003,9,Deutsche Bank /o Select Portfolio Servicing,na na,888-349-8964,Edward Zubia,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010 ,213-804-7437
6069006027,03/22/2017,Single Family,"1815 E 109TH PL
LOS ANGELES, CA 90059
(33.936233, -118.240115)",LOS ANGELES,CA,90059,15,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660 ,949-294-8778
7425021042,01/02/2017,Single Family,"1203 E MAURETANIA ST
LOS ANGELES, CA 90744
(33.790138, -118.248582)",LOS ANGELES,CA,90744,15,Wells Fargo Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
6016007013,01/02/2017,Single Family,"2020 W 64TH ST
LOS ANGELES, CA 90047
(33.981426, -118.314057)",LOS ANGELES,CA,90047,8,U.S. Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010 ,213-383-2097
7456023011,01/19/2017,Single Family,"426 W 17TH ST
SAN PEDRO, CA 90731
(33.728783, -118.286305)",SAN PEDRO,CA,90731,15,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
6015031017,01/03/2017,Single Family,"1507 W 71ST ST
LOS ANGELES, CA 90047
(33.975386, -118.302708)",LOS ANGELES,CA,90047,8,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
7444006015,01/27/2017,Single Family,"1533 N AMELIA AVE
LOS ANGELES, CA 90731
(33.758985, -118.300902)",LOS ANGELES,CA,90731,15,U.S. Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
6050018011,01/19/2017,Single Family,"718 E COLDEN AVE
LOS ANGELES, CA 90002
(33.949264, -118.262289)",LOS ANGELES,CA,90002,8,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Safeguard Properties,Code Compliance Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306
6057006012,03/29/2017,Multi-Family,"9203 S WESTERN AVE
LOS ANGELES, CA 90047
(33.952197, -118.309)",LOS ANGELES,CA,90047,8,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804 ,866-627-2256
6063007030,01/03/2017,Single Family,"239 E 102ND ST
LOS ANGELES, CA 90003
(33.943773, -118.270355)",LOS ANGELES,CA,90003,8,Deutsche Bank c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
7455009004,01/16/2017,Multi-Family,"371 W 9TH ST
SAN PEDRO, CA 90731
(33.736029, -118.285079)",SAN PEDRO,CA,90731,15,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
6033009021,03/29/2017,Single Family,"1215 W 81ST PL
LOS ANGELES, CA 90044
(33.96509, -118.296452)",LOS ANGELES,CA,90044,8,"U.S. Bank National Association, as Indenture Trustee on behalf of and with respect to Ajax Mortgage",Daleana Bautista,503-505-5645,Coldwell Banker,Philip Boroda,15490   VENTURA BLVD 100 SHERMAN OAKS CA 91403 ,310-968-3844
6083009012,01/09/2017,Multi-Family,"216 E 116TH ST
LOS ANGELES, CA 90061
(33.929188, -118.271328)",LOS ANGELES,CA,90061,15,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,Apex Construction Services,Kuhn Mat,3600   Ocean Ranch BLVD  Oceanside CA 92056 ,760-634-6589
6030002015,01/12/2017,Multi-Family,"202 E 79TH ST
LOS ANGELES, CA 90003
(33.967867, -118.271653)",LOS ANGELES,CA,90003,9,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
